DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Total fatty acids levels (UKB data field 23442)	rs10096633	36764567	rs10096633_BO11	0
Omega-6 fatty acids to total fatty acids percentage (UKB data field 23452)	rs10096633	36764567	rs10096633_BO11	0
Saturated fatty acids levels (UKB data field 23448)	rs10096633	36764567	rs10096633_BO11	0
Concentration of small VLDL particles (UKB data field 23509)	rs10096633	36764567	rs10096633_BO11	0
Free cholesterol in medium VLDL (UKB data field 23507)	rs10096633	36764567	rs10096633_BO11	0
Total lipids in small VLDL (UKB data field 23510)	rs10096633	36764567	rs10096633_BO11	0
Cholesterol in small VLDL (UKB data field 23512)	rs10096633	36764567	rs10096633_BO11	0
Phospholipids in small VLDL (UKB data field 23511)	rs10096633	36764567	rs10096633_BO11	0
Cholesteryl esters in small VLDL (UKB data field 23513)	rs10096633	36764567	rs10096633_BO11	0
Linoleic acid to total fatty acids percentage (UKB data field 23456)	rs10096633	36764567	rs10096633_BO11	0
Concentration of medium VLDL particles (UKB data field 23502)	rs10096633	36764567	rs10096633_BO11	0
Phospholipids in medium VLDL (UKB data field 23504)	rs10096633	36764567	rs10096633_BO11	0
Cholesteryl esters in small LDL (UKB data field 23548)	rs10096633	36764567	rs10096633_BO11	0
Free cholesterol in VLDL (UKB data field 23420)	rs10096633	36764567	rs10096633_BO11	0
Concentration of small LDL particles (UKB data field 23544)	rs10096633	36764567	rs10096633_BO11	0
Triglycerides in medium LDL (UKB data field 23543)	rs10096633	36764567	rs10096633_BO11	0
Free cholesterol in small VLDL (UKB data field 23514)	rs10096633	36764567	rs10096633_BO11	0
Concentration of very small VLDL particles (UKB data field 23516)	rs10096633	36764567	rs10096633_BO11	0
Total lipids in very small VLDL (UKB data field 23517)	rs10096633	36764567	rs10096633_BO11	0
Phospholipids in very small VLDL (UKB data field 23518)	rs10096633	36764567	rs10096633_BO11	0
Free cholesterol in very small VLDL (UKB data field 23521)	rs10096633	36764567	rs10096633_BO11	0
Triglycerides in very small VLDL (UKB data field 23522)	rs10096633	36764567	rs10096633_BO11	0
Triglycerides in IDL (UKB data field 23529)	rs10096633	36764567	rs10096633_BO11	0
Concentration of medium LDL particles (UKB data field 23537)	rs10096633	36764567	rs10096633_BO11	0
Cholesteryl esters in medium LDL (UKB data field 23541)	rs10096633	36764567	rs10096633_BO11	0
Phospholipids to total lipids in large VLDL percentage (UKB data field 23589)	rs10096633	36764567	rs10096633_BO11	0
Phospholipids to total lipids in large LDL percentage (UKB data field 23614)	rs10096633	36764567	rs10096633_BO11	0
Triglycerides in very large HDL (UKB data field 23557)	rs10096633	36764567	rs10096633_BO11	0
Cholesteryl esters to total lipids in large LDL percentage (UKB data field 23616)	rs10096633	36764567	rs10096633_BO11	0
VLDL cholesterol levels (UKB data field 23403)	rs10096633	36764567	rs10096633_BO11	0
Cholesteryl esters in VLDL (UKB data field 23416)	rs10096633	36764567	rs10096633_BO11	0
High density lipoprotein cholesterol levels	rs10096633	30911093	rs10096633_BO11	0
Triglyceride levels	rs10096633	30911093	rs10096633_BO11	0
Total lipid levels in small VLDL	rs10096633	35213538	rs10096633_BO11	0
Free cholesterol levels in very small VLDL	rs10096633	35213538	rs10096633_BO11	0
Total lipid levels in very small VLDL	rs10096633	35213538	rs10096633_BO11	0
Phospholipid levels in very small VLDL	rs10096633	35213538	rs10096633_BO11	0
Concentration of very small VLDL particles	rs10096633	35213538	rs10096633_BO11	0
Triglyceride levels in very small VLDL	rs10096633	35213538	rs10096633_BO11	0
Sphingomyelin_34:1_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_34:0_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_38:2_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_40:2_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Triacylglycerol_46:5_[M+NH4]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Triacylglycerol_45:4_[M+NH4]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_36:1_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_36:0_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_36:2_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_34:2_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Sphingomyelin_38:1_[M+H]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Triacylglycerol_52:3_[M+NH4]1+ levels	rs10096633	34503513	rs10096633_BO11	0
Concentration of VLDL particles	rs10096633	35213538	rs10096633_BO11	0
Triglyceride levels in very large HDL	rs10096633	35213538	rs10096633_BO11	0
Cholesteryl esters to total lipids ratio in very large HDL	rs10096633	35213538	rs10096633_BO11	0
Triglyceride levels	rs10096633	34887591	rs10096633_BO11	0
Free cholesterol to total lipids ratio in IDL	rs10096633	38448586	rs10096633_BO11	0
Total cholesterol in HDL3	rs10096633	38448586	rs10096633_BO11	0
Glycoprotein acetylation	rs10096633	38448586	rs10096633_BO11	0
Ratio of 18:2 linoleic acid to total fatty acids	rs10096633	38448586	rs10096633_BO11	0
Ratio of omega-6 fatty acids to total fatty acids	rs10096633	38448586	rs10096633_BO11	0
Free cholesterol to total lipids ratio in large VLDL	rs10096633	38448586	rs10096633_BO11	0
Phospholipid levels in chylomicrons and extremely large VLDL	rs10096633	38448586	rs10096633_BO11	0
Total lipid levels in chylomicrons and extremely large VLDL	rs10096633	38448586	rs10096633_BO11	0
Concentration of chylomicrons and extremely large VLDL particles	rs10096633	38448586	rs10096633_BO11	0
Concentration of very large VLDL particles	rs10096633	38448586	rs10096633_BO11	0
Triglycerides in very large VLDL	rs10096633	38448586	rs10096633_BO11	0
Phospholipids in very large VLDL	rs10096633	38448586	rs10096633_BO11	0
Free cholesterol in very large VLDL	rs10096633	38448586	rs10096633_BO11	0
Total lipids in very large VLDL	rs10096633	38448586	rs10096633_BO11	0
Total cholesterol in very large VLDL	rs10096633	38448586	rs10096633_BO11	0
Ratio of monounsaturated fatty acids to total fatty acids	rs10096633	38448586	rs10096633_BO11	0
Ratio of polyunsaturated fatty acids to total fatty acids	rs10096633	38448586	rs10096633_BO11	0
Cholesteryl esters to total lipids ratio in small HDL	rs10096633	38448586	rs10096633_BO11	0
Phospholipids to total lipids ratio in medium VLDL	rs10096633	38448586	rs10096633_BO11	0
Triglycerides in medium VLDL	rs10096633	38448586	rs10096633_BO11	0
Total cholesterol to total lipids ratio in small HDL	rs10096633	38448586	rs10096633_BO11	0
Triglyceride levels in chylomicrons and extremely large VLDL	rs10096633	38448586	rs10096633_BO11	0
Phospholipids to total lipids ratio in chylomicrons and extremely large VLDL	rs10096633	38448586	rs10096633_BO11	0
Sphingomyelins levels	rs10096633	38448586	rs10096633_BO11	0
Free cholesterol to total lipids ratio in chylomicrons and extremely large VLDL	rs10096633	38448586	rs10096633_BO11	0
Phospholipids to total lipids ratio in very small VLDL	rs10096633	38448586	rs10096633_BO11	0
Triacylglyceride levels	rs10096633	35945198	rs10096633_BO11	0
HDL cholesterol levels	rs10096633	35945198	rs10096633_BO11	0
Non-HDL cholesterol levels	rs10096633	34887591	rs10096633_BO11	0
Vitamin D levels	rs1007392	25208829	rs1007392_BO11	0
Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	rs10069690	24325915	rs10069690_TC11	0
Glioblastoma	rs10069690	28346443	rs10069690_TC11	0
Non-glioblastoma glioma	rs10069690	28346443	rs10069690_TC11	0
Glioma	rs10069690	28346443	rs10069690_TC11	0
Epithelial ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
Invasive epithelial ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
Low-grade serous and serous borderline ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
High-grade serous ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
Serous invasive ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
Serous borderline ovarian cancer	rs10069690	28346442	rs10069690_TC11	0
Breast Cancer in BRCA1 mutation carriers	rs10069690	29058716	rs10069690_TC11	0
Breast cancer (estrogen-receptor negative)	rs10069690	29058716	rs10069690_TC11	0
Breast cancer	rs10069690	29059683	rs10069690_TC11	0
Thyroid cancer	rs10069690	28195142	rs10069690_TC11	0
Chronic lymphocytic leukemia or systemic lupus erythematosus	rs10069690	31407831	rs10069690_TC11	0
Breast cancer	rs10069690	32139696	rs10069690_TC11	0
Glioblastoma	rs10069690	29743610	rs10069690_TC11	0
Non-glioblastoma glioma	rs10069690	29743610	rs10069690_TC11	0
Non-glioblastoma glioma	rs10069690	29743610	rs10069690_TC11	0
Glioma	rs10069690	29743610	rs10069690_TC11	0
Glioma	rs10069690	29743610	rs10069690_TC11	0
Glioblastoma	rs10069690	29743610	rs10069690_TC11	0
Systolic blood pressure	rs10069690	30595370	rs10069690_TC11	0
Breast cancer	rs10069690	28171663	rs10069690_TC11	0
Breast cancer (estrogen-receptor negative)	rs10069690	28171663	rs10069690_TC11	0
Breast cancer	rs10069690	25751625	rs10069690_TC11	0
Breast cancer	rs10069690	25751625	rs10069690_TC11	0
Breast cancer	rs10069690	23535733	rs10069690_TC11	0
Breast cancer	rs10069690	23535729	rs10069690_TC11	0
Breast cancer	rs10069690	22037553	rs10069690_TC11	0
Epithelial ovarian cancer	rs10069690	25581431	rs10069690_TC11	0
Non-glioblastoma glioma	rs10069690	26424050	rs10069690_TC11	0
Glioma	rs10069690	26424050	rs10069690_TC11	0
Uterine fibroids	rs10069690	30194396	rs10069690_TC11	0
Sex hormone-binding globulin levels adjusted for BMI	rs10069690	32042192	rs10069690_TC11	0
Sex hormone-binding globulin levels	rs10069690	32042192	rs10069690_TC11	0
Glioblastoma (age-stratified)	rs10069690	30152087	rs10069690_TC11	0
Glioblastoma (age-stratified)	rs10069690	30152087	rs10069690_TC11	0
Glioblastoma (age-stratified)	rs10069690	30152087	rs10069690_TC11	0
Pulse pressure	rs10069690	38689001	rs10069690_TC11	0
Albumin levels	rs10069690	35213538	rs10069690_TC11	0
Pulmonary fibrosis	rs10069690	34594039	rs10069690_TC11	0
Uterine fibroids	rs10069690	34594039	rs10069690_TC11	0
Systolic blood pressure	rs10069690	38689001	rs10069690_TC11	0
Diastolic blood pressure	rs10069690	38689001	rs10069690_TC11	0
Systolic blood pressure	rs10069690	30224653	rs10069690_TC11	0
Sex hormone-binding globulin levels	rs10069690	33462484	rs10069690_TC11	0
Non-albumin protein levels	rs10069690	33462484	rs10069690_TC11	0
Serum total protein levels	rs10069690	33462484	rs10069690_TC11	0
Prostate cancer	rs10069690	34290314	rs10069690_TC11	0
Diastolic blood pressure	rs10069690	35762941	rs10069690_TC11	0
Systolic blood pressure	rs10069690	35762941	rs10069690_TC11	0
Uterine leiomyomata	rs10069690	36726022	rs10069690_TC11	0
Uterine leiomyoma or breast cancer (pleiotropy)	rs10069690	35803233	rs10069690_TC11	0
Mean arterial pressure	rs10069690	34594039	rs10069690_TC11	0
Breast cancer or ovarian cancer (pleiotropy)	rs10069690	36819030	rs10069690_TC11	0
Serum total protein levels	rs10069690	34594039	rs10069690_TC11	0
Systolic blood pressure	rs10069690	34594039	rs10069690_TC11	0
High-grade serous epithelial ovarian cancer	rs10069690	38723632	rs10069690_TC11	0
Breast cancer (estrogen-receptor negative, progesterone-receptor negative, and human epidermal growth factor-receptor negative)	rs10069690	38741014	rs10069690_TC11	0
Breast cancer	rs10069690	38741014	rs10069690_TC11	0
Breast cancer (estrogen-receptor negative)	rs10069690	38741014	rs10069690_TC11	0
Lung function (FEV1/FVC)	rs10059996	30595370	rs10059996_TC11	0
Peak expiratory flow	rs10059996	30804560	rs10059996_TC11	0
FEV1	rs10059996	30804560	rs10059996_TC11	0
Lung function (FEV1/FVC)	rs10059996	30804560	rs10059996_TC11	0
Chronic obstructive pulmonary disease liability (machine learning-based score)	rs10059996	37069358	rs10059996_TC11	0
Lung function (FEV1/FVC)	rs10059996	36914875	rs10059996_TC11	0
Esophageal cancer	rs10058728	21642993	rs10058728_BC11	0
Adolescent idiopathic scoliosis	rs10052657	30019117	rs10052657_TC11	0
Esophageal cancer	rs10052657	21642993	rs10052657_TC11	0
Esophageal squamous cell carcinoma	rs10052657	25129146	rs10052657_TC11	0
Survival in microsatellite instability low/stable colorectal cancer	rs10040610	25866641	rs10040610_BO11	0
N-delta-acetylornithine levels in elite athletes	rs10040610	31882771	rs10040610_BO11	0
Osteoarthritis biomarkers	rs10038	25057126	rs10038_TC11	0
Breast cancer	rs10022462	29059683	rs10022462_TC11	0
Breast cancer	rs10022462	32139696	rs10022462_TC11	0
2-aminobutyrate levels	rs10022462	35050183	rs10022462_TC11	0
2-aminobutyrate levels	rs10022462	24816252	rs10022462_TC11	0
2-aminobutyrate levels	rs10022462	36635386	rs10022462_TC11	0
Hypertension	rs10021303	22384028	rs10021303_BO11	0
Fructose levels in elite athletes	rs10021303	31882771	rs10021303_BO11	0
Helicobacter pylori serologic status	rs10004195	23652523	rs10004195_TC11	0
TestASV_49 (Parasutterella) prevalence	rs6445704	33462482	rs6445704_TC12	0
TestASV_49 (Parasutterella) prevalence	rs6445704	33462482	rs6445704_TC13	0
Multi-trait sex score	rs11628929	37277458	rs11628929_TO12	0
Multi-trait sex score	rs11628929	37277458	rs11628929_TO13	0
Facial phenotypes (outercanthal width)	rs1078326	35970861	rs1078326_TC11	0
Facial phenotypes (outercanthal width)	rs1078326	35970861	rs1078326_TC12	0
Facial phenotypes (outercanthal width)	rs1078326	35970861	rs1078326_TC13	0
Facial phenotypes (outercanthal width)	rs1078326	35970861	rs1078326_TC14	0
Facial phenotypes (outercanthal width)	rs1078326	35970861	rs1078326_TC15	0
Height	rs6749689	36224396	rs6749689_TC12	0
Height	rs6749689	36224396	rs6749689_TC13	0
Height	rs6749689	36224396	rs6749689_TC14	0
Height	rs6749689	36224396	rs6749689_TC15	0
Basal nucleus volume	rs79072812	37391117	ch.3.69279931_BO21	2
Basal nucleus volume	rs79072812	37391117	ch.3.69279931_BO21	2
Accessory basal nucleus volume	rs79072812	37391117	ch.3.69279931_BO21	2
Reaction time	rs10077289	29844566	ch.5.76602111R_BC21	39
Myocardial infarction	rs748431	33532862	ch.3.14886586_BC21	16
Coronary artery disease	rs748431	28714974	ch.3.14886586_BC21	16
Large artery stroke (MTAG)	rs748431	36180795	ch.3.14886586_BC21	16
Myocardial infarction	rs748431	38072966	ch.3.14886586_BC21	16
Waist-hip ratio	rs12621633	30239722	ch.2.162002965R_TC21	39
Periodontitis (stage III/IV grade C)	rs4854545	33745150	ch.2.69086645R_TC21	4
Feeling tense	rs2071802	29500382	ch.3.50375520R_TC21	6
HDL cholesterol levels	rs11938781	32203549	ch.4.17923112R_TC21	1
Dorsolateral prefrontal area (unadjusted for global measures)	rs11938781	36893272	ch.4.17923112R_TC21	1
Alanine aminotransferase levels	rs11938781	38632349	ch.4.17923112R_TC21	1
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	rs1941955	31374203	rs1941955_BC21	0
Substance use disorders (time to event)	rs1941955	35017462	rs1941955_BC21	0
N-acetyltryptophan levels in elite athletes	rs6982811	31882771	rs6982811_TO21	0
Adverse response to drug	rs189131320	30420678	rs11249206_BC21	6
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	rs1941955	31374203	rs1941955_BC22	0
Substance use disorders (time to event)	rs1941955	35017462	rs1941955_BC22	0
Voxel-wise structural brain imaging measurements in Alzheimer’s disease	rs845016	30584014	rs845016_TC21	0
N-acetyltryptophan levels in elite athletes	rs6982811	31882771	rs6982811_TO22	0
Adverse response to drug	rs189131320	30420678	rs11249206_BC22	6
A body shape index	rs6989866	34021172	rs6989866_TC21	0
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	rs1941955	31374203	rs1941955_BC23	0
Substance use disorders (time to event)	rs1941955	35017462	rs1941955_BC23	0
Cognitive ability, years of educational attainment or schizophrenia (pleiotropy)	rs1941955	31374203	rs1941955_BC24	0
Substance use disorders (time to event)	rs1941955	35017462	rs1941955_BC24	0
Alzheimer's disease	rs9304690	37198259	rs9304690_TC21	0
Alzheimer's disease	rs9304690	35379992	rs9304690_TC21	0
Alzheimer's disease	rs9304690	37985413	rs9304690_TC21	0
Alzheimer's disease	rs785129	35379992	rs785129_TC21	0
Alzheimer's disease	rs785129	37985413	rs785129_TC21	0
Brain region volumes	rs76928645	31676860	rs76928645_TC21	0
Brain region volumes	rs76928645	31676860	rs76928645_TC21	0
Subcortical volume (MOSTest)	rs76928645	32665545	rs76928645_TC21	0
Brain morphology (min-P)	rs76928645	32665545	rs76928645_TC21	0
Subcortical volume (min-P)	rs76928645	32665545	rs76928645_TC21	0
Brain morphology (MOSTest)	rs76928645	35164939	rs76928645_TC21	0
Dorsolateral prefrontal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Dorsomedial frontal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Anteromedial temporal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Motor premotor area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Inferior parietal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Occipital area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Precuneus area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Parsopercularis area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Orbitofrontal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Superior temporal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Superior parietal area (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Medial prefrontal thickness (unadjusted for global measures)	rs76928645	36893272	rs76928645_TC21	0
Cortical surface area	rs76928645	36893272	rs76928645_TC21	0
ThalamNuclei lh volume Whole-thalamus	rs76928645	33875891	rs76928645_TC21	0
Thalamus volume	rs76928645	34006833	rs76928645_TC21	0
Regional cortical thickness (caudalmiddlefrontal)	rs76928645	38890310	rs76928645_TC21	0
Alzheimer's disease	rs76928645	35379992	rs76928645_TC21	0
Alzheimer's disease	rs76928645	37985413	rs76928645_TC21	0
Alzheimer's disease	rs7225151	31473137	rs7225151_TC21	0
Family history of Alzheimer's disease	rs7225151	29777097	rs7225151_TC21	0
Alzheimer's disease or family history of Alzheimer's disease	rs7225151	29777097	rs7225151_TC21	0
Alzheimer's disease (late onset)	rs7225151	24162737	rs7225151_TC21	0
Alzheimer's disease	rs7225151	35379992	rs7225151_TC21	0
Alzheimer's disease	rs7225151	37985413	rs7225151_TC21	0
Post bronchodilator FEV1	rs6586028	26634245	rs6586028_TC21	0
Alzheimer's disease	rs6586028	35379992	rs6586028_TC21	0
Alzheimer's disease	rs6586028	37985413	rs6586028_TC21	0
Alzheimer's disease	rs6489896	37198259	rs6489896_TC21	0
Alzheimer's disease	rs6489896	35379992	rs6489896_TC21	0
Alzheimer's disease	rs6489896	37985413	rs6489896_TC21	0
Alzheimer's disease	rs60755019	35379992	rs60755019_TC21	0
Alzheimer's disease	rs60755019	37985413	rs60755019_TC21	0
Alzheimer's disease (onset between ages 58 and 79)	rs3851179	30979435	rs3851179_TC21	0
Family history of Alzheimer's disease	rs3851179	29777097	rs3851179_TC21	0
Alzheimer's disease	rs3851179	19734902	rs3851179_TC21	0
Alzheimer's disease in APOE e4- carriers	rs3851179	25778476	rs3851179_TC21	0
Platelet distribution width	rs3851179	32888494	rs3851179_TC21	0
Alzheimer's disease	rs3851179	35379992	rs3851179_TC21	0
Alzheimer's disease	rs3851179	37985413	rs3851179_TC21	0
Alzheimer's disease	rs16824536	35379992	rs16824536_TC21	0
Alzheimer's disease	rs16824536	37985413	rs16824536_TC21	0
