DISEASE/TRAIT	SNPS	PUBMEDID	IlmnID	SNP_distance_to_CpG
Smoking initiation (ever regular vs never regular)	rs117657830	30643251	cg07401819_TC21	10
Serum levels of protein CD7	rs79350859	35078996	cg04191236_BC21	19
C-reactive protein levels (MTAG)	rs1064725	36376304	cg24795932_BC21	20
Triglyceride levels (MTAG)	rs1064725	36376304	cg24795932_BC21	20
Triglyceride to HDL cholesterol ratio	rs1064725	38200128	cg24795932_BC21	20
Triglyceride to HDL cholesterol ratio	rs1064725	38200128	cg24795932_BC21	20
Triglyceride to HDL cholesterol ratio	rs1064725	38200128	cg24795932_BC21	20
C-reactive protein levels	rs1064725	33462484	cg24795932_BC21	20
Triglyceride levels	rs1064725	33462484	cg24795932_BC21	20
Triglyceride levels	rs12721054	31675503	cg24795932_BC21	46
Total cholesterol levels	rs12721054	29507422	cg24795932_BC21	46
Total cholesterol levels	rs12721054	29507422	cg24795932_BC21	46
Triglycerides	rs12721054	29507422	cg24795932_BC21	46
Triglycerides	rs12721054	29507422	cg24795932_BC21	46
Triglycerides	rs12721054	23726366	cg24795932_BC21	46
Triglyceride levels	rs12721054	31217584	cg24795932_BC21	46
Total cholesterol levels	rs12721054	31217584	cg24795932_BC21	46
Low density lipoprotein cholesterol levels	rs12721054	31217584	cg24795932_BC21	46
Triglyceride levels	rs12721054	35546142	cg24795932_BC21	46
Triglyceride levels	rs12721054	35546142	cg24795932_BC21	46
Triglyceride to HDL cholesterol ratio	rs12721054	38200128	cg24795932_BC21	46
Low density lipoprotein cholesterol levels	rs12721054	32226016	cg24795932_BC21	46
Total cholesterol levels	rs12721054	32226016	cg24795932_BC21	46
Total triglycerides levels	rs12721054	32226016	cg24795932_BC21	46
Protein S100-A4 levels	rs12721054	34814699	cg24795932_BC21	46
Triglyceride levels	rs12721054	34887591	cg24795932_BC21	46
DG(36:4) levels	rs12721054	35995766	cg24795932_BC21	46
Metabolite peak levels (QI250)	rs12721054	35995766	cg24795932_BC21	46
Metabolite peak levels (QI15952)	rs12721054	35995766	cg24795932_BC21	46
Apolipoprotein C-I level in Chronic kidney disease with hypertension and no diabetes (15364_101)	rs12721054	35870639	cg24795932_BC21	46
Speriolin-like protein level in Chronic kidney disease with hypertension and no diabetes (23245_5)	rs12721054	35870639	cg24795932_BC21	46
Total cholesterol levels (MTAG)	rs12721054	37669986	cg24795932_BC21	46
High-density lipoprotein levels (MTAG)	rs12721054	37669986	cg24795932_BC21	46
Serum levels of protein MFGE8	rs12911703	35078996	cg19887630_TC21	18
Educational attainment (years of education)	rs198262	30038396	cg24191463_TC21	32
Haemorrhoidal disease	rs920778	33888516	cg18824990_TC21	30
Acute anterior uveitis in ankylosing spondylitis	rs67412457	32492107	cg08499756_BC21	41
Vaginal microbiome relative abundance (s_Lactobacillus jensenii)	rs80232004	34282934	cg14313443_TC21	27
Height	rs2657930	36224396	cg09978460_BC21	44
QRS duration	rs183347579	36050321	cg06888698_TC21	51
QRS duration	rs183347579	36050321	cg06888698_TC21	51
Systolic blood pressure	rs12976810	30595370	cg07888912_BC21	27
Plateletcrit	rs4984913	32888494	cg07509420_TC21	6
Platelet count during  first trimester of pregnancy	rs4984913	38064665	cg07509420_TC21	6
Platelet count during  second trimester of pregnancy	rs4984913	38064665	cg07509420_TC21	6
Heel bone mineral density	rs12373539	30048462	cg17780657_BC21	40
Sphingomyelin(32:1)_[M+H]1+ levels	rs8019057	34503513	cg24690810_TC21	40
Serum albumin levels	rs11267755	34594039	cg01380346_TC21	3
Galectin-3-binding protein levels	rs111526614	34648354	cg09567646_TC21	0
Galectin-3-binding protein levels	rs111526614	36168886	cg09567646_TC21	0
Liver enzyme levels (alkaline phosphatase)	rs12895249	33972514	cg11881202_BC21	45
Mean corpuscular hemoglobin	rs710177	32888493	cg12970711_TC21	28
Mean corpuscular volume	rs710177	32888493	cg12970711_TC21	28
Red blood cell count	rs710177	34594039	cg12970711_TC21	28
Mean corpuscular hemoglobin	rs710177	34594039	cg12970711_TC21	28
Metabolic syndrome	rs3211995	39349817	cg01346158_TC21	9
Red blood cell count	rs3211995	32888494	cg01346158_TC21	9
Primary open angle glaucoma (multi-trait analysis)	rs3211995	37386247	cg01346158_TC21	9
Body mass index	rs3211995	34594039	cg01346158_TC21	9
Diastolic blood pressure	rs3211995	39134668	cg01346158_TC21	9
Systolic blood pressure	rs3211995	39134668	cg01346158_TC21	9
Multi-trait sex score	rs3211995	37277458	cg01346158_TC21	9
Height (standard GWA)	rs149232230	37106081	cg24140687_TC21	29
Pulse rate	rs73604573	36329257	cg21828716_BC21	23
Myosin light chain 6B levels	rs1545620	34648354	cg06403673_TC21	33
Autism spectrum disorder	rs1545620	35215271	cg06403673_TC21	33
Distal/Left-sided colorectal cancer	rs62131228	33632709	cg26517584_BC21	41
Liver enzyme levels (gamma-glutamyl transferase)	rs12979056	33972514	cg24783510_TC21	19
Gamma glutamyl transferase levels	rs12979056	38632349	cg24783510_TC21	19
Spatial processing	rs45543740	31596458	cg07588128_BC21	18
Fracture of forearm	rs79049182	37919453	cg20779944_TC21	23
Photic sneeze reflex	rs35570576	27182965	cg05749138_TC21	10
Chronic diseases of tonsils or adenoids (MTAG)	rs199710977	36653354	cg07968906_TC21	40
Lung function (FVC)	rs12711468	30595370	cg01932361_TC21	38
Whole body fat free mass (UKB data field 23101)	rs8035410	38538606	cg08138544_TC21	11
Appendicular lean mass	rs8035410	33097823	cg08138544_TC21	11
Height	rs8035410	39134668	cg08138544_TC21	11
Beta-Ala-His dipeptidase levels	rs8102710	34648354	cg25119073_BC21	41
Beta-Ala-His dipeptidase levels	rs8102710	34814699	cg25119073_BC21	41
Beta-Ala-His dipeptidase levels	rs8102710	36168886	cg25119073_BC21	41
Urine carnosine levels in chronic kidney disease	rs8102710	37277652	cg25119073_BC21	41
Total testosterone levels	rs28495625	32042192	cg01070635_TC21	30
Red blood cell count	rs1022431	32888494	cg27158340_TC21	26
Plateletcrit	rs72509155	32888494	cg23676369_TC21	29
Platelet count	rs72509155	32888494	cg23676369_TC21	29
Platelet count	rs72509155	34594039	cg23676369_TC21	29
Height	rs16958477	34594039	cg00527825_BC21	48
Waist circumference adjusted for body mass index	rs16958477	34021172	cg00527825_BC21	48
Multi-trait sex score	rs16958477	37277458	cg00527825_BC21	48
Height	rs16958477	36224396	cg00527825_BC21	48
COX5B/FXN protein level ratio	rs41304800	38412862	cg27556861_BC21	12
Testosterone levels	rs3744549	33462484	cg14097117_BC21	44
Sex hormone-binding globulin levels	rs3744549	33462484	cg14097117_BC21	44
Intestinal permeability measurement	rs11650927	31251335	cg20887396_TC21	31
Parkinson's disease	rs4485435	38155330	cg15729979_TC21	19
Waist circumference adjusted for body mass index	rs10734190	34021172	cg10986946_BC21	35
Neuroticism	rs1673931	30595370	cg04469016_BC21	24
Body fat percentage (adjusted for testosterone and SHBG)	rs4151122	37867527	cg01557754_TC21	21
White blood cell count	rs5763919	34594039	cg19018155_BC21	36
Intelligence	rs10411958	29942086	cg13338734_TC21	27
Sex hormone-binding globulin levels	rs10411958	32042192	cg13338734_TC21	27
Sex hormone-binding globulin levels adjusted for BMI	rs10411958	32042192	cg13338734_TC21	27
Cognitive performance	rs10411958	30038396	cg13338734_TC21	27
Cognitive aspects of educational attainment	rs10411958	33414549	cg13338734_TC21	27
Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	rs10411958	35764056	cg13338734_TC21	27
Intelligence	rs2071407	29942086	cg12935359_TC21	10
Intelligence	rs2071407	36378351	cg12935359_TC21	10
Attention deficit hyperactivity disorder or autism spectrum disorder or intelligence (pleiotropy)	rs2071407	35764056	cg12935359_TC21	10
Hair color	rs61988231	30595370	cg19000611_BC21	44
Estimated glomerular filtration rate	rs1635404	31152163	cg08842287_BC21	24
Estimated glomerular filtration rate	rs1635404	31152163	cg08842287_BC21	24
Body mass index	rs1635404	36581621	cg08842287_BC21	24
Estimated glomerular filtration rate (creatinine)	rs1635404	35710981	cg08842287_BC21	24
Hemoglobin A1c levels	rs62045796	39414775	cg00825967_TC21	32
Bilirubin levels	rs62045796	39414775	cg00825967_TC21	32
Sphingomyelin(37:1)_[M+H]1+ levels	rs360532	34503513	cg16404259_BC21	27
Sphingomyelin(37:1)_[M+H]1+ levels	rs360533	34503513	cg16404259_BC21	44
Self-reported math ability (MTAG)	rs7190	30038396	cg21663181_TC21	15
Highest math class taken (MTAG)	rs7190	30038396	cg21663181_TC21	15
Cognitive performance (MTAG)	rs7190	30038396	cg21663181_TC21	15
Educational attainment (years of education)	rs7190	30038396	cg21663181_TC21	15
Educational attainment (MTAG)	rs7190	30038396	cg21663181_TC21	15
General pain factor	rs7190	37219871	cg21663181_TC21	15
Soluble levels of adhesion molecules	rs3093030	20167578	cg09258150_TC21	26
N4-acetylcytidine levels	rs114615130	35995766	cg10680235_BC21	19
Height	rs149578709	31562340	cg24782378_BC21	29
C-reactive protein levels (MTAG)	rs12965052	36376304	cg21906976_TC21	50
Alanine aminotransferase levels	rs12965052	38632349	cg21906976_TC21	50
Gamma glutamyl transferase levels	rs12965052	38632349	cg21906976_TC21	50
Bone mineral density (hip) and hip bone size	rs1806269	32314116	cg11097842_TC21	40
Hip bone size	rs1806269	32314116	cg11097842_TC21	40
Response to paliperidone in schizophrenia (Multivariate)	rs145463728	27846195	cg08261525_BC21	46
Rheumatoid arthritis	rs13054355	30891314	cg13515094_BC21	21
CD69/CLEC1B protein level ratio	rs76016091	38412862	cg23930328_TC21	8
Kallistatin levels	rs910349	34648354	cg05186455_BC21	14
Hair color	rs143692029	30595370	cg24360909_TC21	51
Chronic obstructive pulmonary disease liability (machine learning-based score)	rs2108746	37069358	cg00236249_BC21	48
Post bronchodilator FEV1	rs56117933	26634245	cg26578274_BC21	37
Post bronchodilator FEV1/FVC ratio in COPD	rs56117933	26634245	cg26578274_BC21	37
Post bronchodilator FEV1/FVC ratio	rs56117933	26634245	cg26578274_BC21	37
Lymphocyte count	rs175714	27863252	cg01624173_TC21	12
White blood cell count	rs175714	30595370	cg01624173_TC21	12
Lymphocyte count	rs175714	32888493	cg01624173_TC21	12
White blood cell count	rs175714	32888494	cg01624173_TC21	12
Neutrophil percentage of white cells	rs175714	32888494	cg01624173_TC21	12
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs175714	36333501	cg01624173_TC21	12
Rheumatoid arthritis	rs175714	36333501	cg01624173_TC21	12
Rheumatoid arthritis (rheumatoid factor and/or anti-cyclic citrullinated peptide seropositive)	rs175714	36333501	cg01624173_TC21	12
Rheumatoid arthritis	rs175714	36333501	cg01624173_TC21	12
Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35)	rs175714	38965376	cg01624173_TC21	12
Lymphocyte count	rs175714	34594039	cg01624173_TC21	12
Essential hypertension (time to event)	rs11657730	32589924	cg22149184_TC21	26
OTU99_84 (Prevotella) abundance	rs8055876	33462482	cg02101434_BC21	22
Smoking initiation	rs67862625	36477530	cg23547411_TC21	23
Ventral hernia	rs11112709	34382107	cg20065117_TC21	8
Monocyte count	rs571497	27863252	cg07584894_TC21	28
White blood cell count	rs571497	30595370	cg07584894_TC21	28
Lymphocyte percentage of white cells	rs571497	32888494	cg07584894_TC21	28
Neutrophil count	rs571497	32888493	cg07584894_TC21	28
Monocyte count	rs571497	32888493	cg07584894_TC21	28
Neutrophil count	rs571497	32888493	cg07584894_TC21	28
White blood cell count	rs571497	32888493	cg07584894_TC21	28
White blood cell count	rs571497	32888493	cg07584894_TC21	28
Monocyte count	rs571497	32888494	cg07584894_TC21	28
White blood cell count	rs571497	32888494	cg07584894_TC21	28
Monocyte count	rs571497	32888493	cg07584894_TC21	28
Neutrophil count	rs571497	32888494	cg07584894_TC21	28
Neutrophil count	rs571497	34469753	cg07584894_TC21	28
Total cholesterol levels	rs571497	34887591	cg07584894_TC21	28
Neutrophils and lymphocytes in blood (confirmatory factor analysis Factor 35)	rs571497	38965376	cg07584894_TC21	28
Monocyte count	rs571497	34594039	cg07584894_TC21	28
Neutrophil count	rs571497	34594039	cg07584894_TC21	28
White blood cell count	rs571497	34594039	cg07584894_TC21	28
Low density lipoprotein cholesterol levels	rs571497	34887591	cg07584894_TC21	28
Hepatitis B vaccine response	rs9267665	21764829	cg24051943_BC21	35
Height	rs798558	38116116	cg05055821_BC21	11
Breast dense area	rs59162058	37345113	cg04630639_BC21	0
White blood cell count	rs113797868	32888494	cg00773810_TC21	46
Height	rs2232725	36224396	cg00004055_TC21	14
Heel bone mineral density	rs117028614	30598549	cg19524723_BC21	14
Serum alkaline phosphatase levels	rs117028614	34226706	cg19524723_BC21	14
A body shape index	rs7215553	34021172	cg10603592_BC21	20
Waist-hip index	rs7215553	34021172	cg10603592_BC21	20
Sex hormone-binding globulin levels	rs67611724	36653534	cg12297619_TC21	48
Glycated hemoglobin levels	rs67611724	33462484	cg12297619_TC21	48
Sex hormone-binding globulin levels	rs67611724	33462484	cg12297619_TC21	48
Alanine aminotransferase levels	rs67611724	33462484	cg12297619_TC21	48
Aspartate aminotransferase to alanine aminotransferase ratio	rs67611724	33462484	cg12297619_TC21	48
Triglyceride levels	rs67611724	33462484	cg12297619_TC21	48
Triglyceride levels	rs67611724	34887591	cg12297619_TC21	48
Triglyceride levels	rs67611724	34887591	cg12297619_TC21	48
Type 2 diabetes	rs67611724	39379762	cg12297619_TC21	48
Triglyceride levels in IDL	rs72769438	35213538	cg06056563_BC21	18
Triglyceride levels in very small VLDL	rs72769438	35213538	cg06056563_BC21	18
Triglyceride levels in very large HDL	rs72769438	35213538	cg06056563_BC21	18
Coronary artery disease	rs4539564	35915156	cg11020821_BC21	48
Height	rs584828	30595370	cg13385210_TC21	41
Height	rs584828	31217584	cg13385210_TC21	41
Height	rs584828	34594039	cg13385210_TC21	41
Platelet count	rs112789970	39414775	cg15322500_BC21	23
Telomere length (principal component 1)	rs2069536	39192095	cg07204711_BC21	33
2-hydroxyoctanoate levels in elite athletes	rs10410207	31882771	cg19397176_BC21	47
Eosinophil counts	rs12432697	30595370	cg11768647_TC21	44
Eosinophil counts	rs12432697	32888494	cg11768647_TC21	44
Ceramide (d18:2/24:1, d18:1/24:2) levels in elite athletes	rs7174643	31882771	cg01796676_TC21	17
Protein quantitative trait loci (liver)	rs12425600	32778093	cg25891078_TC21	32
Metabolite levels	rs17570658	23823483	cg15483044_TC21	13
Mean arterial pressure x alcohol consumption interaction (2df test)	rs35346340	29912962	cg04510874_BC21	12
Descending aorta minimum area	rs35346340	35922433	cg04510874_BC21	12
Diastolic blood pressure	rs35346340	34594039	cg04510874_BC21	12
Facial skin gloss	rs77871962	35313536	cg08634721_TC21	39
Waist-to-hip ratio adjusted for BMI	rs35402690	31669095	cg01585717_BC21	18
Cognitive aspects of educational attainment	rs80279257	33414549	cg11582133_TC21	21
Height	rs17536948	36224396	cg23614605_TC21	48
Waist-to-hip ratio adjusted for BMI	rs141385558	31669095	cg23112192_BC21	3
Height	rs201971667	39134668	cg23112192_BC21	24
Renal sinus fat	rs1572050	22044751	cg05188268_BC21	22
Breast cancer	rs2594714	29059683	cg02626388_BC21	1
Breast cancer	rs2594714	32139696	cg02626388_BC21	1
White blood cell count	rs2369842	30595370	cg03420791_TC21	45
Neutrophil count	rs2369842	32888493	cg03420791_TC21	45
White blood cell count	rs2369842	32888493	cg03420791_TC21	45
White blood cell count	rs2369842	32888493	cg03420791_TC21	45
White blood cell count	rs2369842	32888494	cg03420791_TC21	45
Neutrophil count	rs2369842	34594039	cg03420791_TC21	45
White blood cell count	rs2369842	34594039	cg03420791_TC21	45
Neutrophil count	rs56378716	27863252	cg24499524_TC21	32
Sum basophil neutrophil counts	rs56378716	27863252	cg24499524_TC21	32
Myeloid white cell count	rs56378716	27863252	cg24499524_TC21	32
Granulocyte count	rs56378716	27863252	cg24499524_TC21	32
White blood cell count	rs56378716	27863252	cg24499524_TC21	32
Neutrophil percentage of white cells	rs56378716	27863252	cg24499524_TC21	32
Sum neutrophil eosinophil counts	rs56378716	27863252	cg24499524_TC21	32
Blood protein levels in cardiovascular risk	rs56378716	28369058	cg24499524_TC21	32
Basophil percentage of white cells	rs56378716	32888494	cg24499524_TC21	32
Basophil count	rs56378716	32888494	cg24499524_TC21	32
Neutrophil percentage of white cells	rs56378716	32888494	cg24499524_TC21	32
Carcinoembryonic antigen-related cell adhesion molecule 8 levels	rs56378716	34648354	cg24499524_TC21	32
Methionine adenosyltransferase 2 subunit beta levels	rs56378716	34648354	cg24499524_TC21	32
Ras-related protein Rab-26 levels	rs56378716	34648354	cg24499524_TC21	32
Importin subunit alpha-1 levels	rs56378716	34648354	cg24499524_TC21	32
AZU1/MPO protein level ratio	rs56378716	38412862	cg24499524_TC21	32
Neutrophil count	rs56378716	34469753	cg24499524_TC21	32
Basophil count	rs56378716	34469753	cg24499524_TC21	32
Neutrophil-to-lymphocyte ratio	rs56378716	34469753	cg24499524_TC21	32
Monocyte side scatter	rs56378716	37596262	cg24499524_TC21	32
Neutrophil side scatter	rs56378716	37596262	cg24499524_TC21	32
Aortic dilatation	rs78152556	35121771	cg15552461_BC21	48
Bone mineral density mean	rs74626450	37500982	cg26717157_TC21	14
Resting heart rate	rs1592560	27798624	cg06298266_BC21	23
Menarche (age at onset)	rs76439972	30595370	cg19979853_TC21	38
Neutrophil count	rs117359636	32888493	cg19779005_TC21	46
Neutrophil count	rs117359636	32888493	cg19779005_TC21	46
Sex hormone-binding globulin levels adjusted for BMI	rs117359636	32042192	cg19779005_TC21	46
Neutrophil count	rs117359636	32888494	cg19779005_TC21	46
Height	rs11083620	36224396	cg00016892_TC21	30
Platelet distribution width	rs7958679	27863252	cg19050555_TC21	14
Platelet count	rs7958679	32888493	cg19050555_TC21	14
Platelet distribution width	rs7958679	32888494	cg19050555_TC21	14
Platelet count	rs7958679	39414775	cg19050555_TC21	14
Heel bone mineral density	rs5735	30598549	cg00652223_TC21	39
Heel bone mineral density	rs5735	30048462	cg00652223_TC21	39
Night sleep phenotypes	rs8024058	27126917	cg00367546_BC21	15
TNFRSF13B/TNFSF13B protein level ratio	rs35542507	38412862	cg01766737_BC21	14
Mean corpuscular volume	rs140489	39414775	cg06850285_BC21	25
Smoking initiation (ever regular vs never regular)	rs60833441	30643251	cg08133984_TC21	32
Smoking initiation	rs60833441	36477530	cg08133984_TC21	32
Mean corpuscular hemoglobin	rs61658003	30595370	cg05276108_BC21	35
Mean spheric corpuscular volume	rs61658003	32888494	cg05276108_BC21	35
Mitochondrial DNA copy number (adjusted)	rs61658003	37587338	cg05276108_BC21	35
Mitochondrial DNA copy number (raw)	rs61658003	37587338	cg05276108_BC21	35
